code,coding_system,description,entity,list_name,upload_date
G653.00,Read,Carotid artery syndrome hemispheric,diagnostic,70 - Stroke,2014-01-27
G654.00,Read,Multiple and bilateral precerebral artery syndromes,diagnostic,70 - Stroke,2014-01-27
G656.00,Read,Vertebrobasilar insufficiency,diagnostic,70 - Stroke,2014-01-27
G65y.00,Read,Other transient cerebral ischaemia,diagnostic,70 - Stroke,2014-01-27
G65z.00,Read,Transient cerebral ischaemia NOS,diagnostic,70 - Stroke,2014-01-27
G65z000,Read,Impending cerebral ischaemia,diagnostic,70 - Stroke,2014-01-27
G65z100,Read,Intermittent cerebral ischaemia,diagnostic,70 - Stroke,2014-01-27
G65zz00,Read,Transient cerebral ischaemia NOS,diagnostic,70 - Stroke,2014-01-27
G66..00,Read,Stroke and cerebrovascular accident unspecified,diagnostic,70 - Stroke,2014-01-27
G660.00,Read,Middle cerebral artery syndrome,diagnostic,70 - Stroke,2014-01-27
G661.00,Read,Anterior cerebral artery syndrome,diagnostic,70 - Stroke,2014-01-27
G66..11,Read,CVA unspecified,diagnostic,70 - Stroke,2014-01-27
G66..12,Read,Stroke unspecified,diagnostic,70 - Stroke,2014-01-27
G66..13,Read,CVA - Cerebrovascular accident unspecified,diagnostic,70 - Stroke,2014-01-27
G662.00,Read,Posterior cerebral artery syndrome,diagnostic,70 - Stroke,2014-01-27
G663.00,Read,Brain stem stroke syndrome,diagnostic,70 - Stroke,2014-01-27
G664.00,Read,Cerebellar stroke syndrome,diagnostic,70 - Stroke,2014-01-27
G665.00,Read,Pure motor lacunar syndrome,diagnostic,70 - Stroke,2014-01-27
G666.00,Read,Pure sensory lacunar syndrome,diagnostic,70 - Stroke,2014-01-27
G667.00,Read,Left sided CVA,diagnostic,70 - Stroke,2014-01-27
G668.00,Read,Right sided CVA,diagnostic,70 - Stroke,2014-01-27
G6W..00,Read,Cereb infarct due unsp occlus/stenos precerebr arteries,diagnostic,70 - Stroke,2014-01-27
G6X..00,Read,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,diagnostic,70 - Stroke,2014-01-27
Gyu6200,Read,[X]Other intracerebral haemorrhage,diagnostic,70 - Stroke,2014-01-27
Gyu6300,Read,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,diagnostic,70 - Stroke,2014-01-27
Gyu6400,Read,[X]Other cerebral infarction,diagnostic,70 - Stroke,2014-01-27
Gyu6500,Read,[X]Occlusion and stenosis of other precerebral arteries,diagnostic,70 - Stroke,2014-01-27
Gyu6600,Read,[X]Occlusion and stenosis of other cerebral arteries,diagnostic,70 - Stroke,2014-01-27
Gyu6G00,Read,[X]Cereb infarct due unsp occlus/stenos precerebr arteries,diagnostic,70 - Stroke,2014-01-27
L440.11,Read,CVA - cerebrovascular accident in the puerperium,diagnostic,70 - Stroke,2014-01-27
L440.12,Read,Stroke in the puerperium,diagnostic,70 - Stroke,2014-01-27
4350AT,OXMIS,TRANSIENT ISCHAEMIC ATTACKS WITH HYPERTE,diagnostic,70 - Stroke,2014-01-27
4359AT,OXMIS,TRANSIENT ISCHAEMIC ATTACKS,diagnostic,70 - Stroke,2014-01-27
4360A,OXMIS,CEREBROVASCULAR ACCIDENT WITH HYPERTENSI,diagnostic,70 - Stroke,2014-01-27
4360B,OXMIS,STROKE WITH HYPERTENSION,diagnostic,70 - Stroke,2014-01-27
4369A,OXMIS,CVA (CEREBROVASCULAR ACCIDENT),diagnostic,70 - Stroke,2014-01-27
4369AL,OXMIS,CEREBROVASCULAR ACCIDENT LEFT,diagnostic,70 - Stroke,2014-01-27
4369AR,OXMIS,CEREBROVASCULAR ACCIDENT RIGHT,diagnostic,70 - Stroke,2014-01-27
4369B,OXMIS,STROKE,diagnostic,70 - Stroke,2014-01-27
4369BN,OXMIS,SYNDROME STROKE,diagnostic,70 - Stroke,2014-01-27
